,title,text,tags
73,      Сравнение i7-4790K + NVidia GTX 980 vs i7-9700K + NVidia GTX 1080 Ti на нейросетевой задаче  ," В отличие от тестов на  userbenchmark.com  сравнивнение сделано на реальной практической задаче  nn_wordcopy3.py . Предметная область - NLP. Данные для обучения одинаковые. Программное окружение в обоих случаях практически идентично - Ubuntu, Python 2, текущие версии tensorflow, CUDA 9.0. В обоих случаях видно, что все ядра CPU загружены, хотя и не полностью. Формально оба CPU держат 8 потоков, но у i7-9700 это 8 реальных ядер, а у i7-4790 4 ядра с гипертредингом. Но основная нагрузка лежит на GPU. Машина №1 i 7-4790K, 32 Гб памяти DDR3, NVidia GTX 980, материнская плата MSI H97 GAMING . Детальная инфа (выдача sudo lshw и nvidia-smi): 
     product: MS-7918 (To be filled by O.E.M.)
    vendor: MSI
    version: 1.0
    serial: To be filled by O.E.M.
    width: 64 bits
    capabilities: smbios-2.8 dmi-2.7 vsyscall32
    configuration: administrator_password=disabled boot=normal chassis=desktop family=To be filled by O.E.M. frontpanel_password=disabled keyboard_password=disabled power-on_password=disabled sku=To be filled by O.E.M. uuid=00000000-0000-0000-0000-D8CB8A6FE07A
  *-core
       description: Motherboard
       product: H97 GAMING 3 (MS-7918)
       vendor: MSI
       physical id: 0
       version: 1.0
       serial: To be filled by O.E.M.
       slot: To be filled by O.E.M.
     *-firmware
          description: BIOS
          vendor: American Megatrends Inc.
          physical id: 0
          version: V1.7
          date: 12/24/2014
          size: 64KiB
          capacity: 15MiB
          capabilities: pci upgrade shadowing cdboot bootselect socketedrom edd int13floppy1200 int13floppy720 int13floppy2880 int5printscreen int9keyboard int14serial int17printer acpi usb biosbootspecification uefi
     *-cpu
          description: CPU
          product: Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz
          vendor: Intel Corp.
          physical id: 3d
          bus info: cpu@0
          version: Intel(R) Core(TM) i7-4790K CPU @ 4.00GHz
          slot: SOCKET 0
          size: 4155MHz
          capacity: 4400MHz
          width: 64 bits
          clock: 100MHz
          capabilities: x86-64 fpu fpu_exception wp vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp constant_tsc arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm cpuid_fault invpcid_single pti ssbd ibrs ibpb stibp tpr_shadow vnmi flexpriority ept vpid fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid xsaveopt dtherm ida arat pln pts flush_l1d cpufreq
          configuration: cores=4 enabledcores=4 threads=8
        *-cache:0
             description: L1 cache
             physical id: 3e
             slot: CPU Internal L1
             size: 256KiB
             capacity: 256KiB
             capabilities: synchronous internal write-back
             configuration: level=1
        *-cache:1
             description: L2 cache
             physical id: 3f
             slot: CPU Internal L2
             size: 1MiB
             capacity: 1MiB
             capabilities: synchronous internal write-back unified
             configuration: level=2
        *-cache:2
             description: L3 cache
             physical id: 40
             slot: CPU Internal L3
             size: 8MiB
             capacity: 8MiB
             capabilities: synchronous internal write-back unified
             configuration: level=3
     *-memory
          description: System Memory
          physical id: 42
          slot: System board or motherboard
          size: 32GiB
        *-bank:0
             description: DIMM DDR3 Synchronous 1600 MHz (0,6 ns)
             product: DDR3 1600 2OZ
             vendor: Fujitsu
             physical id: 0
             serial: 0000C437
             slot: ChannelA-DIMM0
             size: 8GiB
             width: 64 bits
             clock: 1600MHz (0.6ns)
        *-bank:1
             description: DIMM DDR3 Synchronous 1600 MHz (0,6 ns)
             product: DDR3 1600 2OZ
             vendor: Fujitsu
             physical id: 1
             serial: 0000C447
             slot: ChannelA-DIMM1
             size: 8GiB
             width: 64 bits
             clock: 1600MHz (0.6ns)
        *-bank:2
             description: DIMM DDR3 Synchronous 1600 MHz (0,6 ns)
             product: DDR3 1600G 2OZ
             vendor: Fujitsu
             physical id: 2
             serial: 00002C4E
             slot: ChannelB-DIMM0
             size: 8GiB
             width: 64 bits
             clock: 1600MHz (0.6ns)
        *-bank:3
             description: DIMM DDR3 Synchronous 1600 MHz (0,6 ns)
             product: DDR3 1600G 2OZ
             vendor: Fujitsu
             physical id: 3
             serial: 00002C7C
             slot: ChannelB-DIMM1
             size: 8GiB
             width: 64 bits
             clock: 1600MHz (0.6ns)


+-----------------------------------------------------------------------------+
| NVIDIA-SMI 384.130                Driver Version: 384.130                   |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  GeForce GTX 980     Off  | 00000000:01:00.0 Off |                  N/A |
| 34%   61C    P2    82W / 195W |   3869MiB /  4038MiB |     89%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|    0      1235      G   /usr/lib/xorg/Xorg                           105MiB |
|    0      1683      G   compiz                                        37MiB |
|    0      2437      C   python                                      3713MiB |
+-----------------------------------------------------------------------------+
 Машина №2  i7-9700K ,  64 Гб памяти DDR4 ,  NVidia GTX 1080 Ti , материнская плата  MSI Z390 CARBON GAMING Выдача sudo lshw и nvidia-smi: 
     продукт: MS-7B17 (Default string)
    производитель: Micro-Star International Co., Ltd.
    версия: 1.0
    серийный №: Default string
    разрядность: 64 bits
    возможности: smbios-2.8 dmi-2.8 smp vsyscall32
    конфигурация: boot=normal chassis=desktop family=Default string sku=Default string uuid=00000000-0000-0000-0000-00D8611296B4
  *-core
       описание: Материнская плата
       продукт: MPG Z390 GAMING PRO CARBON (MS-7B17)
       производитель: Micro-Star International Co., Ltd.
       физический ID: 0
       версия: 1.0
       серийный №: IA16401559
       слот: Default string
     *-firmware
          описание: BIOS
          производитель: American Megatrends Inc.
          физический ID: 0
          версия: 1.00
          date: 09/03/2018
          размер: 64KiB
          capacity: 15MiB
          возможности: pci upgrade shadowing cdboot bootselect socketedrom edd int13floppy1200 int13floppy720 int13floppy2880 int5printscreen int9keyboard int14serial int17printer acpi usb biosbootspecification uefi
     *-memory
          описание: Системная память
          физический ID: 39
          слот: Системная плата или материнская плата
          размер: 64GiB
        *-bank:0
             описание: DIMM DDR4 Синхронная 2133 MHz (0,5 ns)
             продукт: CMU64GX4M4C3000C15
             производитель: AMI
             физический ID: 0
             серийный №: 00000000
             слот: ChannelA-DIMM0
             размер: 16GiB
             разрядность: 64 bits
             частота: 2133MHz (0.5ns)
        *-bank:1
             описание: DIMM DDR4 Синхронная 2133 MHz (0,5 ns)
             продукт: CMU64GX4M4C3000C15
             производитель: AMI
             физический ID: 1
             серийный №: 00000000
             слот: ChannelA-DIMM1
             размер: 16GiB
             разрядность: 64 bits
             частота: 2133MHz (0.5ns)
        *-bank:2
             описание: DIMM DDR4 Синхронная 2133 MHz (0,5 ns)
             продукт: CMU64GX4M4C3000C15
             производитель: AMI
             физический ID: 2
             серийный №: 00000000
             слот: ChannelB-DIMM0
             размер: 16GiB
             разрядность: 64 bits
             частота: 2133MHz (0.5ns)
        *-bank:3
             описание: DIMM DDR4 Синхронная 2133 MHz (0,5 ns)
             продукт: CMU64GX4M4C3000C15
             производитель: AMI
             физический ID: 3
             серийный №: 00000000
             слот: ChannelB-DIMM1
             размер: 16GiB
             разрядность: 64 bits
             частота: 2133MHz (0.5ns)
     *-cache:0
          описание: L1 кэш
          физический ID: 43
          слот: L1 Cache
          размер: 512KiB
          capacity: 512KiB
          возможности: synchronous internal write-back unified
          конфигурация: level=1
     *-cache:1
          описание: L2 кэш
          физический ID: 44
          слот: L2 Cache
          размер: 2MiB
          capacity: 2MiB
          возможности: synchronous internal write-back unified
          конфигурация: level=2
     *-cache:2
          описание: L3 кэш
          физический ID: 45
          слот: L3 Cache
          размер: 12MiB
          capacity: 12MiB
          возможности: synchronous internal write-back unified
          конфигурация: level=3
     *-cpu
          описание: ЦПУ
          продукт: Intel(R) Core(TM) i7-9700K CPU @ 3.60GHz
          производитель: Intel Corp.
          физический ID: 46
          сведения о шине: cpu@0
          версия: Intel(R) Core(TM) i7-9700K CPU @ 3.60GHz
          серийный №: To Be Filled By O.E.M.
          слот: U3E1
          размер: 4600MHz
          capacity: 4900MHz
          разрядность: 64 bits
          частота: 100MHz
          возможности: x86-64 fpu fpu_exception wp vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault invpcid_single ssbd ibrs ibpb stibp tpr_shadow vnmi flexpriority ept vpid fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx rdseed adx smap clflushopt intel_pt xsaveopt xsavec xgetbv1 xsaves dtherm ida arat pln pts hwp hwp_notify hwp_act_window hwp_epp flush_l1d arch_capabilities cpufreq
          конфигурация: cores=8 enabledcores=8 threads=8


GPU:

+-----------------------------------------------------------------------------+
| NVIDIA-SMI 390.87                 Driver Version: 390.87                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  GeForce GTX 108...  Off  | 00000000:01:00.0 Off |                  N/A |
| 34%   63C    P2   128W / 280W |  10806MiB / 11178MiB |     79%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|    0      1865      G   /usr/lib/xorg/Xorg                           226MiB |
|    0      2078      G   /usr/bin/gnome-shell                         196MiB |
|    0      2435      G   /proc/self/exe                                70MiB |
|    0      3013      G   /opt/teamviewer/tv_bin/TeamViewer             24MiB |
|    0      3641      G   /usr/lib/firefox/firefox                       2MiB |
|    0      8516      C   python                                     10281MiB |
+-----------------------------------------------------------------------------+

 
 В итоге, на первой машине одна эпоха обучения занимает ~27 секунд. На второй машине ~7 секунд. То есть вторая машина  почти в 4 раза быстрее",benchmark||gtx 1080||nlp||nvidia
74,      Реализация линейной регрессии МНК с autograd - библиотекой для символического дифференцирования  ," Случайно наткнулся недавно на  Autograd  - питоновскую либу, которая умеет для функции, заданной исходным текстом в коде, получить функцию же частной производной по указанному аргументу. Всякие tensorflow, pytorch и theano это, конечно, тоже делают под капотом. Но autograd делает это с любой питоновской функцией. Магия. Я не смог удержаться от небольшого эксперимента с написанием реализации метода наименьших квадратов для линейной регрессии. Код берет набор пар (x,y), примерно соответствующих некоторой прямой линии (см. calc_y).  Функция loss - это целевая функция для МНК. Именно ее autograd дифференцирует по каждому из аргументов a и b. Далее - грязная реализация градиентного спуска. Код на гитхабе Второй вариант сделан из какого-то примера для autograd, и позволяет достаточно безболезненно увеличивать порядок полинома: Код на гитхабе Ну и для сравнения - решение линейной регрессии МНК на Keras: Код на гитхабе",autograd||python||регрессия||численные методы
75,      Императивный режим общения с чатботом  ," После некоторых расширений  вопросно-ответного движка  появилась возможность строить диалоги в таком духе: Ему, конечно, еще далеко до полноценного  дом-бота  (не путать с  дон-ботом !), к тому же иногда движок ведет себя как  килбот . Но пока все это работает совершенно без использования грамматического словаря, исключительно на сочетании  нейросетевых моделей  и word2vec представлений.",chatbot||neural nets||vector model||vector space model||чат-боты||чатбот
76,      Чатбот в игре: начало диалога с первым персонажем  ," У  бота  немного не хватает плавности диалога и проактивности. Плюс у меня есть большие претензии к реализации модели релевантности, да и к остальным моделям тоже. Сеттинг - игрок обнаруживает себя в закрытом помещении в незнакомом месте и начинает выяснять обстановку через диалог с ботом. Отладочный диалог: 
 H:> где я нахожусь?
B:> ты находишься на лунной научной базе

H:> кто я?
B:> ты доктор Верховцев

H:> что я должен сделать?
B:> ты должен включить главный сервер

H:> где главный сервер?
B:> главный сервер находится в серверной

H:> главный сервер сейчас включен?
B:> главный сервер сейчас обесточен

H:> серверная открыта?
B:> Дверь в серверную закрыта на ключ

H:> кто может войти в серверную?
B:> Рембот стоит у входа в серверную

H:> что такое рембот?
B:> рембот - автономный ремонтный робот

H:> я могу давать команды ремботу?
B:> ты можешь отдавать команды ремботу

H:> кто ты?
B:> я - твой киберассистент
 
",игроботы||чат-боты||чатбот
77,      redmine2code  ," Вот давно есть проектик  pix2code  -  Generating Code from a Graphical User Interface Screenshot. Но еще очень нужен  redmine2code . Чтобы из редмайна (или с другого трекера, не суть) бралась очередная таска, парсилась, и генерился патч к коду, либо прототип нового функционала. Потом компиляция, прогон тестов, комит. Обучать на своем же коде, или на данных из всего корпоративного трекера.",
78,      Condition random fields + word2vec + wordchar2vec для частеречной разметки без feature engineering'а  ," Ингридиенты: 1)  CRFSuite ,  реализующий старый и добрый linear chain CRF 2) размеченный корпус для русского языка (например из  Universal Dependencies ) 3) набор векторов word2vec (я использую, как всегда,  gensim , обучаемый на корпусе в ~150 Гб текстов разного характера, вплоть до блогов) 4) обученную модель  wordchar2vec Далее формируем обучающий корпус, используя компоненты векторов w2v и wc2v в качестве весов фич для CRF. Отрицательные и положительные значения компонентов бьем на отдельные фичи. Обучаем и получаем при валидации точность  около 95% на токен  для русского языка. Это при том, что тегами являются для значимых частей речи сочетания собственно части и речи и набора морфологических признаков. Никакого feature engineering'а, никаких сложных процедур выявления признаков слов. Для иллюстрации - фрагмент листинга с результатами валидации, видты эталонные метки (true=) и то, что выдает модель (pred=): 
 все                  true=PRON                                               pred=PRON
шло                  true=VERB|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act pred=VERB|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
совсем               true=ADV                                                pred=ADV
не                   true=PART                                               pred=PART
так                  true=ADV                                                pred=ADV
,                    true=PUNCT                                              pred=PUNCT
как                  true=CONJ                                               pred=CONJ
хотелось             true=VERB|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid pred=VERB|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
бы                   true=PART                                               pred=PART
.                    true=PUNCT                                              pred=PUNCT


электростанцию       true=NOUN|Case=Acc|Gender=Fem|Number=Sing               pred=NOUN|Case=Acc|Gender=Fem|Number=Sing
пустили              true=VERB|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act pred=VERB|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
,                    true=PUNCT                                              pred=PUNCT
и                    true=CONJ                                               pred=CONJ
побережье            true=NOUN|Case=Nom|Gender=Neut|Number=Sing              pred=NOUN|Case=Loc|Gender=Neut|Number=Sing <-- ERROR
,                    true=PUNCT                                              pred=PUNCT
веками               true=NOUN|Case=Ins|Gender=Neut|Number=Plur              pred=NOUN|Case=Ins|Gender=Neut|Number=Plur
не                   true=PART                                               pred=PART
видевшее             true=ADJ|Case=Nom|Degree=Pos|Gender=Neut|Number=Sing    pred=ADJ|Case=Nom|Degree=Pos|Gender=Neut|Number=Sing
ничего               true=PRON                                               pred=PRON
подобного            true=ADJ|Case=Gen|Degree=Pos|Gender=Neut|Number=Sing    pred=ADJ|Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
,                    true=PUNCT                                              pred=PUNCT
будто                true=PART                                               pred=CONJ <-- ERROR
переродилось         true=VERB|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid pred=VERB|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
заново               true=ADV                                                pred=ADV
.                    true=PUNCT                                              pred=PUNCT
 Исходник черновой реализации тренера:  https://github.com/Koziev/chatbot/blob/master/PyModels/postagger/train_postagger.py",character language model||crf||crfsuite||gensim||pos tagger||vector model||vector space model||word2vec||частеречная разметка
79,      Leveraging Random Label Memorization for Unsupervised Pre-Training (оверфиттинг как благо)  ,"  Идея Статья от 05.11.2018 ( https://arxiv.org/pdf/1811.01640.pdf ) описывает способ предварительной тренировки сеток на неразмеченных данных (формально в supervised режиме с рандомно перемешанными целевыми значениями). Идея простая - заставить нейросеть запомнить случайно присвоенные метки. Чтобы такой агрессивный overfitting удался, сетка должна выявить статистически устойчивые паттерны во входных данных. После этого можно обучать сетку уже по нормальному датасету, пользуясь тем, что низкоуровневые фичи уже выявлены и веса первых слоев сетки сформированы. Способ выглядит очень дешевым, так как можно взять произвольное количество текстов (если речь про NLP), не обременяя себя точной разметкой. Кроме того, модификация сещуствующих тренеров для моделей должна быть простой, так как способ не затрагивает архитектуру сетки. Это скорее  дидактический  лайфхак. Проверка Разумеется, никакие общие рассуждения не заменят практическую проверку. Поэтому надо взять какую-то модель и попробовать на ней. Я в последнее время очень плотно увяз в  distance metric learning  для проверки релевантности вопросов и предпосылок для  вопросно-ответной системы , поэтому решил проверить сначала на модели  nn_relevancy_tripleloss.py . Подробности по этой модели есть тут  https://kelijah.livejournal.com/245759.html . Суть модели в том, что формируемые ею векторы должны быть близки (в формальном, математическом смысле) для релевантных вопросов и предпосылок, и далеки для нерелевантных. Неприятная сторона модели заключается в том, что на имеющемся датасете (несколько десятков тысяч пар релевантных вопросов и документов) сетка учится очень неустойчиво. Даже для самой простой архитектуры с минимальным количеством параметров достигаемая точность при финальной валидации меняется на многие проценты, при особом везении до 15%. Чтобы сделать pretrain, берем весь обучающий набор троек (anchor, positive, negative). Распиливаем на составляющие, и генерируем рандомные тройки в практически неограниченном количестве. Обучение на таком датасете с шумом вместо расстояний показывает на первых десяти-двадцати эпохах уменьшение loss'а, то есть сетка действительно пытается запоминать шум. В статье из описания можно понять, что авторы случайно меняют метки после каждой эпохи pretrain'а. Я срезал этот угол, генерируя весь рандомный датасет заранее - см.  со строки 391 . После нескольких эпох предобучения сетка тренируется по реальному датасету. Таким образом, влияние pretrain'а заключается в том, что вместо исходных рандомных весов обучение начинается в подогнанном под реальные сэмплы ландшафте. К сожалению, серия экспериментов  не продемонстрировала какого-либо положительного эффекта  от предтренировки для данной конкретной архитектуры и задачи. Ссылки на материалы Leveraging Random Label Memorization for Unsupervised Pre-Training Deep Semantic Similarity Model FaceNet: A Unified Embedding for Face Recognition and Clustering Lossless triplet loss Similarity learning",neural nets||sent2vec||triple loss||vector space model
80,      Динамическое создание атрибутов - штатная фича Питона и малоизвестная фича C#  ," Любой, кто начинает изучать Питон, быстро узнает такую фичу языка, как создание нового атрибута объекта в результате присваивания: 
 class  Class1( object ):  pass
 o = Class1()
o.attr1 =  '1234'
 print (o.attr1)
 В строке 3 у объекта o добавляется новый атрибут, строка '1234'. Удобно, элегантно и позволяет выстрелить себе в ногу, если дрогнет рука. Кстати, обойтись вместо пользовательского класса Class1 штатным object в этом сценарии не получится по той причине, что у экземпляров класса object нет  атрибута __dict__ , который и позволяет динамическое добавление атрибутов. Для шарпистов (про плюсы вообще умолчим) вышеописанное может выглядеть немного пугающе. Но ирония в том, что в C# есть свой штатный, документированный и удобный способ добавления атрибутов (полей или даже методов) для объекта класса, причем без чернокнижной рефлексии. Правда, не любого класса, а  ExpandoObject : 
dynamic o  =   new  System . Dynamic . ExpandoObject ( ) ; 
o . attr1  =   "" 1234 "" ; 
Console . Write ( "" {0} "" ,  o . attr1 ) ; 
 В строке 3 происходит то же самое, что в питоновском коде - в экземпляр o добавляется новый член класса, строковое поле.",c||python||забавные мелочи
81,      неудачная попытка использовать либу NNSharp для запуска Keras-модели в C#  ," Репозиторий проекта:  https://github.com/adamtiger/NNSharp Файлы со скриптом тренировки простейшей рекуррентной модели на Keras и использование в C#:  https://gist.github.com/Koziev/ce781f1acd9df0bb34a7e5d89411bb1e Сразу надо сказать, что входящий в NNSharp скрипт  KerasModeltoJSON.py  может работать только с так называемыми  sequential моделями Keras . Более удобные и функционально более гибкие  functional модели  вызывают ошибку в строке 29, когда делается попытка получить размеры данных на первом слое. У functional моделей может быть несколько входов, поэтому этот подход не работает. Тем не менее, я сделал простейшую sequential модель, которая вычисляет сумму 10 случайных чисел от 0 до 10. И в C# мне не удалось получить адекватные результаты. В частности, сумма десяти нулей дает результат, существенно отличающийся от выдачи самой Keras модели после обучения.",c||keras||python
82,      Неудачные эксперименты с triple и contrastive loss архитектурами для определения перефразировок  ,"  1. Постановка задачи Нужна модель, которая определяет, эквивалентны ли два фрагмента текста (предложения) семантически.Правила синтаксиса и морфологии допускают очень большую свободу выражения латентной семантики, поэтому простая похожесть цепочек символов недостаточно хороша для некоторых случаев: Автора денно и нощно охраняют усиленные полицейские наряды. Автор находится под круглосуточной охраной усиленных полицейских нарядов Актер потерял сознание прямо на сцене. Прямо на сцене у актера случился обморок 2. Материалы на тему того, что такое  triple loss  и  distance metric learning . ""Distance Metric Learning for Large Margin Nearest Neighbor Classification""  http://jmlr.csail.mit.edu/papers/volume10/weinberger09a/weinberger09a.pdf Суть подхода выражается в следующей цитате оттуда: ""The algorithm attempts to increase the number of training examples with this property by learning a linear transformation of the input space that precedes kNN classification using Euclidean distances. The linear transformation is derived by minimizing a loss function that consists of two terms. The first term penalizes large distances between examples in the same class that are desired ask-nearest neighbors, while the second term penalizes small distances between examples with non-matching labels."" Таким образом, имея датасет с примерами синонимичных и несинонимичных пар, можно выводить такую метрику, чтобы синонимичные пары давали меньшее растояние между элементами пары, чем несинонимичные. У меня есть примерно 100,000 отобранных вручную пар синонимичных предложений. Для получения несинонимичных сэмплов задействуется простая процедура подбора случайных примеров - см.  исходный текст подготовки датасета . Для заданного предложения ищем случайные предложения, содержащие некоторое количество таких же слов. Это по задумке заставляет модель опираться не только на буквальную похожесть сравниваемых предложений, например как в негативном примере: Верный ответ узнай у учителя. Должен ли учитель сообщить правильный ответ? Еще ссылки по теме: https://stackoverflow.com/questions/38260113/implementing-contrastive-loss-and-triplet-loss-in-tensorflow https://towardsdatascience.com/lossless-triplet-loss-7e932f990b24 https://stackoverflow.com/questions/47551447/keras-triplet-loss-with-positive-and-negative-sample-within-batch https://github.com/adambielski/siamese-triplet 3. Реализация и результаты Базовая модель, с которой сравнивается triplet loss модель, представляет из себя нейросетку с сиамской архитектурой, в которой сверточно-рекуррентная часть строит эмбеддинг предложения, а классифицирующая часть беред два эмбеддинга предложений из пары и учится классифицировать их как ""синонимичны/не синонимичны"".  Исходный текст здесь . Она дает при валидации величину f1 около 0.95. Исходник нейросетка с triplet loss  лежит тут . На входе эта модель получает тройки предложений, в которых есть опорное предложение (anchor), синонимичное предложение (positive) и несинонимичное предложений (negative). Схема сетки выглядит совершенно примитивно, так как вся основная работа происходит в реализации функции triplet_loss: Особенность модели в том, что она сама по себе не умеет выдавать никаких показателей близости для двух заданных предложений. После обучения надо взять те слои модели, которые строят эмбеддинги (это LSTM слой). Чтобы оценить синонимичность двух предложений, прогоняем их через эту усеченную модельку, получаем два эмбеддинга. Затем для этих двух векторов рассчитываем евклидово расстояние. Более ничего модель делать не умеет. В результате мы можем, например, ранжировать список предложений по степени их синонимичности заданному. Для валидации мы берем тройку предложений из сэмпла, делаем расчет расстояний anchor-positive и anchor-negative, и если первое расстояние меньше - значит предложения более похожи, чем непохожи, и наоборот. Эта модель при валидации дает точность примерно 0.89. Модель с contrastive loss  в целом похожа на triplet loss, но на входе у нее задаются пары предложений и метки ""синонимичны/нет"". К сожалению, моя реализация стабильно выдает  NaN в качестве значения loss'ов при обучении, поэтому оценить ее качество не могу.",sent2vec||vector model||vector space model||нейросети||перефразировки||семантика
83,      Наглядно о текущих проблемах в чатботе  ," 1. Текущая реализация  чатбота  имеет примитивнейшие зачаточные функции проактивного диалога и knowledge mining'а. Но кроме ограниченности самих функций, проблему составляет и ""туповатость"" модели понимания (интерпретации), что видно по последнему вопросу чатбота, когда он не понял последний мой ответ: 2. Soft unification иногда ""гонит лажу"":",chatbot||чатбот
